abell_id,ra,dec,richness_class,distance_class,bm_type,redshift
Abell 3006,305.82,-17.76,2,3,II,0.2211
Abell 3007,250.81,-22.91,2,5,II,0.1131
Abell 3008,194.88,-47.68,3,2,II,0.1772
Abell 3009,257.10,-77.00,0,5,III,0.1959
Abell 3010,2.51,-17.60,0,6,II-III,0.0942
Abell 3011,315.41,-84.05,0,5,I-II,0.0235
Abell 3012,140.49,-83.01,1,5,I,0.2403
Abell 3013,39.67,-38.00,0,3,II-III,
Abell 3014,329.99,-77.78,4,2,,0.2635
Abell 3015,17.36,-27.09,0,5,I,0.0739
Abell 3016,22.82,-51.29,3,4,II,0.0613
Abell 3017,61.43,-47.25,1,6,II,0.2651
Abell 3018,179.83,-75.52,2,6,III,0.2382
Abell 3019,260.86,-69.40,1,6,,0.2941
Abell 3020,96.02,-40.61,0,2,I,0.2725
Abell 3021,198.49,-43.45,0,6,II,
Abell 3022,347.39,-42.47,1,6,II,0.3313
Abell 3023,212.27,-85.06,2,3,II-III,0.0719
Abell 3024,33.60,-53.22,0,3,I-II,
Abell 3025,357.16,-32.81,1,5,II,0.3331
Abell 3026,140.40,-17.28,1,6,I-II,0.2884
Abell 3027,148.51,-82.86,0,3,I,0.0101
Abell 3028,41.83,-39.01,2,7,,0.1686
Abell 3029,352.61,-54.78,3,1,I,0.2729
Abell 3030,349.57,-26.77,4,6,I,0.2055
Abell 3031,317.81,-28.43,0,5,II-III,0.2023
Abell 3032,67.67,-23.66,0,4,I-II,0.1238
Abell 3033,18.47,-54.39,2,3,II,0.0901
Abell 3034,180.00,-42.85,1,5,II-III,0.3425
Abell 3035,84.64,-24.28,1,6,II-III,0.1469
Abell 3036,276.49,-43.01,0,7,II,0.3418
Abell 3037,204.44,-45.62,0,6,II-III,0.0889
Abell 3038,245.04,-88.15,1,4,I,0.2357
Abell 3039,182.09,-85.57,1,,II,0.0732
Abell 3040,316.73,-47.67,3,6,I-II,0.0825
Abell 3041,232.40,-35.97,2,4,I-II,0.0279
Abell 3042,214.79,-20.17,0,,I-II,0.0260
Abell 3043,165.83,-68.20,0,4,II-III,0.2833
Abell 3044,334.34,-87.06,1,4,II,0.3325
Abell 3045,301.16,-53.73,3,4,,0.0289
Abell 3046,203.90,-59.17,0,3,I-II,0.1985
Abell 3047,306.23,-41.89,1,4,I-II,0.0821
Abell 3048,221.90,-49.34,1,5,III,
Abell 3049,189.46,-22.21,4,4,,
Abell 3050,335.62,-74.66,1,5,II-III,0.1071
Abell 3051,104.51,-80.16,0,5,III,0.2362
Abell 3052,164.59,-30.45,1,4,II,0.2379
Abell 3053,274.83,-44.78,2,7,I-II,0.2136
Abell 3054,64.42,-28.80,1,5,II-III,
Abell 3055,186.20,-82.46,3,6,II-III,0.0555
Abell 3056,305.50,-38.57,3,6,I,0.3289
Abell 3057,87.71,-44.04,0,3,I,0.2521
Abell 3058,167.27,-79.39,0,6,I-II,0.1569
Abell 3059,116.34,-24.84,2,5,III,0.0446
Abell 3060,194.78,-79.52,0,,I,0.2170
Abell 3061,192.93,-49.98,0,4,I-II,0.0399
Abell 3062,196.59,-62.14,1,5,I-II,0.2481
Abell 3063,181.18,-76.32,1,2,II-III,0.0522
Abell 3064,306.69,-55.27,0,5,III,0.2948
Abell 3065,179.19,-32.39,2,4,I-II,0.1036
Abell 3066,22.30,-52.19,0,5,I,0.0331
Abell 3067,253.65,-66.13,2,3,I,
Abell 3068,194.44,-64.37,1,6,,0.1478
Abell 3069,188.11,-19.29,1,5,III,0.2320
Abell 3070,239.66,-73.83,2,5,II,0.2732
Abell 3071,186.00,-38.06,1,6,II,0.0683
Abell 3072,164.01,-28.40,1,4,II,0.2713
Abell 3073,55.80,-56.46,1,6,I-II,0.0679
Abell 3074,312.79,-73.90,0,4,I-II,0.0176
Abell 3075,56.75,-76.37,3,3,III,0.2771
Abell 3076,238.15,-58.42,0,5,III,0.0534
Abell 3077,98.05,-53.70,1,5,III,0.2937
Abell 3078,134.03,-54.78,4,6,II-III,
Abell 3079,149.97,-24.76,1,4,II,0.0773
Abell 3080,224.47,-87.87,1,5,I,0.0638
Abell 3081,69.04,-45.32,0,7,II-III,0.0178
Abell 3082,326.93,-44.71,2,7,III,0.1033
Abell 3083,274.79,-69.35,3,4,,0.2315
Abell 3084,226.81,-62.30,3,5,,0.1374
Abell 3085,225.72,-58.65,1,2,II-III,0.0247
Abell 3086,304.98,-58.50,0,5,III,0.0255
Abell 3087,229.19,-68.84,1,5,,
Abell 3088,21.00,-32.45,0,2,,0.2286
Abell 3089,220.02,-34.28,1,6,II-III,0.2083
Abell 3090,320.29,-78.79,1,6,I,
Abell 3091,214.26,-28.40,1,6,III,0.3217
Abell 3092,202.17,-60.33,0,4,II,0.0167
Abell 3093,49.16,-47.00,0,5,II-III,
Abell 3094,31.54,-51.71,3,4,I-II,
Abell 3095,128.19,-58.88,3,,III,
Abell 3096,52.14,-50.96,2,5,III,0.3179
Abell 3097,14.73,-21.98,2,3,,0.1709
Abell 3098,47.04,-85.14,0,6,I,0.3076
Abell 3099,64.36,-65.63,0,5,II,0.1559
Abell 3100,35.41,-63.64,0,4,II,0.3067
Abell 3101,188.89,-64.39,0,2,I-II,0.2116
Abell 3102,287.38,-47.03,1,5,II-III,0.2073
Abell 3103,210.43,-30.41,0,3,II,0.1844
Abell 3104,248.70,-26.04,0,2,I,
Abell 3105,167.84,-88.65,1,5,II,0.0253
Abell 3106,261.80,-37.11,0,5,I,0.1325
Abell 3107,200.15,-32.72,2,7,III,0.0350
Abell 3108,286.07,-66.55,1,6,II,0.2323
Abell 3109,255.10,-30.83,1,1,II-III,0.1606
Abell 3110,34.64,-44.75,0,,,
Abell 3111,26.28,-48.90,2,4,II,
Abell 3112,51.42,-44.24,1,4,I,0.0750
Abell 3113,327.76,-33.16,3,6,,0.1121
Abell 3114,287.60,-32.16,1,5,I,0.0278
Abell 3115,352.66,-86.01,1,6,I,0.3268
Abell 3116,32.19,-77.98,1,5,II,0.3124
Abell 3117,16.46,-44.61,4,4,,0.2272
Abell 3118,358.49,-54.23,0,6,III,0.3283
Abell 3119,188.01,-67.89,2,6,I,0.1864
Abell 3120,340.37,-17.07,0,3,II,
Abell 3121,146.09,-54.36,0,5,II,0.1819
Abell 3122,291.33,-47.43,0,6,I,0.2639
Abell 3123,143.25,-31.31,1,7,II-III,0.2671
Abell 3124,164.46,-53.17,1,6,III,0.1740
Abell 3125,154.11,-24.01,2,6,II-III,
Abell 3126,137.09,-23.11,2,5,III,0.2596
Abell 3127,203.04,-72.20,1,5,I-II,0.3298
Abell 3128,174.51,-66.64,1,,II,0.0319
Abell 3129,237.29,-78.92,0,4,I,0.3106
Abell 3130,251.81,-50.55,0,7,III,0.3205
Abell 3131,316.14,-20.84,0,6,,
Abell 3132,141.38,-67.48,0,2,II-III,0.2806
Abell 3133,44.86,-64.84,1,5,I,0.3462
Abell 3134,129.04,-53.45,0,,II,0.3018
Abell 3135,19.75,-70.58,2,3,,0.3212
Abell 3136,242.52,-48.92,0,,,
Abell 3137,42.30,-84.16,0,4,,0.0636
Abell 3138,69.41,-34.14,4,2,,0.0418
Abell 3139,264.20,-44.86,0,6,,0.2773
Abell 3140,41.06,-44.12,1,5,III,0.1917
Abell 3141,121.80,-68.06,0,6,I-II,0.0464
Abell 3142,137.08,-64.70,0,6,II,0.0869
Abell 3143,110.93,-19.85,1,6,II,0.3363
Abell 3144,43.69,-62.44,0,3,I,0.1071
Abell 3145,259.38,-33.92,0,4,II,0.0387
Abell 3146,18.79,-50.87,0,4,,0.2922
Abell 3147,194.26,-34.98,0,5,I-II,
Abell 3148,306.83,-36.35,1,4,I-II,0.1835
Abell 3149,112.03,-26.90,1,,II-III,0.2854
Abell 3150,67.11,-70.52,1,5,I-II,0.0766
Abell 3151,191.62,-20.89,1,6,II-III,0.0357
Abell 3152,64.54,-53.99,1,6,III,0.0555
Abell 3153,239.30,-59.87,0,7,I,0.1511
Abell 3154,133.44,-38.27,2,5,,
Abell 3155,215.44,-87.66,0,,III,0.0613
Abell 3156,204.00,-77.64,0,5,I-II,0.1393
Abell 3157,214.94,-79.45,0,5,II,
Abell 3158,55.72,-53.63,2,3,I-II,0.0590
Abell 3159,194.45,-83.32,4,3,I,0.1805
Abell 3160,207.40,-44.95,2,7,II-III,0.2259
Abell 3161,314.51,-40.29,3,,III,0.2943
Abell 3162,117.56,-27.45,1,5,I-II,0.3105
Abell 3163,74.24,-77.11,1,4,III,0.0144
Abell 3164,174.53,-69.71,1,5,I-II,0.2253
Abell 3165,279.88,-58.68,1,6,,0.1983
Abell 3166,205.08,-75.11,1,3,I,0.1188
Abell 3167,243.99,-36.41,0,6,II-III,0.3380
Abell 3168,268.94,-44.48,2,5,I-II,0.2025
Abell 3169,41.01,-82.51,0,3,II-III,0.1303
Abell 3170,230.25,-69.98,1,6,I,0.1882
Abell 3171,353.41,-43.83,1,4,II,0.3405
Abell 3172,42.56,-62.06,2,4,I-II,0.2149
Abell 3173,337.67,-18.23,1,6,II-III,0.1567
Abell 3174,101.50,-68.88,0,6,,
Abell 3175,92.85,-66.26,0,2,II-III,0.1316
Abell 3176,330.77,-25.58,1,7,III,
Abell 3177,329.69,-60.25,1,3,II,0.0699
Abell 3178,336.93,-56.43,0,4,I,0.1510
Abell 3179,67.47,-27.41,0,5,II-III,0.0608
Abell 3180,43.83,-79.29,0,5,III,0.1973
Abell 3181,80.57,-76.04,0,3,I,0.3164
Abell 3182,41.28,-41.35,1,4,II,0.1555
Abell 3183,170.42,-30.95,2,5,II-III,0.1548
Abell 3184,117.41,-70.19,1,7,I-II,0.2770
Abell 3185,230.76,-58.96,0,3,II-III,0.0320
Abell 3186,71.63,-45.56,0,7,III,0.2038
Abell 3187,120.62,-69.06,1,2,I-II,0.0609
Abell 3188,37.56,-88.22,2,5,III,0.0482
Abell 3189,354.42,-64.08,5,5,III,
Abell 3190,99.65,-46.80,1,3,III,
Abell 3191,114.21,-82.76,1,5,II-III,0.2501
Abell 3192,356.51,-58.19,0,,II,0.3230
Abell 3193,178.46,-64.74,0,7,II,0.1042
Abell 3194,323.92,-39.54,1,5,I,0.3146
Abell 3195,195.39,-19.17,1,5,I,
Abell 3196,19.67,-73.45,4,4,I-II,
Abell 3197,184.87,-64.56,0,6,I-II,0.2415
Abell 3198,271.75,-27.69,0,6,I,0.2498
Abell 3199,159.91,-28.73,1,5,I-II,
Abell 3200,349.83,-44.41,1,5,I-II,0.3096
Abell 3201,124.52,-54.23,2,,,
Abell 3202,246.07,-58.51,0,,II-III,0.2436
Abell 3203,34.27,-71.09,1,4,I,0.1879
Abell 3204,11.10,-76.28,0,5,,0.0557
Abell 3205,169.70,-66.91,1,5,II,0.3204
Abell 3206,16.53,-71.99,1,6,,0.2763
Abell 3207,129.13,-63.19,2,5,I-II,
Abell 3208,234.36,-19.63,0,7,II,
Abell 3209,62.14,-75.45,0,4,,0.2625
Abell 3210,318.69,-36.12,0,4,II-III,0.1185
Abell 3211,53.73,-33.82,0,6,I,0.0268
Abell 3212,90.02,-33.81,4,2,I,0.2626
Abell 3213,31.10,-18.01,0,,II-III,0.1541
Abell 3214,356.74,-89.08,2,6,,0.1754
Abell 3215,359.52,-70.33,1,6,,0.1966
Abell 3216,163.39,-82.73,0,4,III,0.3374
Abell 3217,60.96,-27.11,1,5,I,0.3152
Abell 3218,7.09,-70.45,0,6,III,0.0360
Abell 3219,44.50,-42.08,1,5,I-II,
Abell 3220,333.95,-27.81,1,5,III,0.2406
Abell 3221,13.43,-74.85,0,5,,0.3052
Abell 3222,289.04,-64.78,0,2,III,0.2225
Abell 3223,189.56,-75.43,0,5,I-II,0.3305
Abell 3224,297.11,-77.89,0,5,III,
Abell 3225,245.22,-37.86,0,5,III,0.3141
Abell 3226,52.58,-20.03,0,5,II-III,
Abell 3227,304.12,-88.30,2,6,I,0.2631
Abell 3228,56.01,-50.13,2,,,0.2683
Abell 3229,138.09,-22.72,1,5,III,0.2614
Abell 3230,153.32,-57.24,0,7,II,0.0950
Abell 3231,276.15,-44.22,1,4,,0.1360
Abell 3232,54.94,-59.37,3,5,I,0.1264
Abell 3233,207.76,-58.82,1,7,,0.1326
Abell 3234,322.74,-61.40,2,5,II,0.0287
Abell 3235,94.20,-63.35,2,3,,0.0627
Abell 3236,340.32,-26.29,0,5,II,0.1235
Abell 3237,65.77,-23.69,0,4,I-II,0.1300
Abell 3238,123.53,-34.90,1,3,I,0.3192
Abell 3239,163.18,-73.47,0,4,I,0.0893
Abell 3240,238.43,-57.17,1,7,,0.0408
Abell 3241,79.67,-79.23,1,4,I,0.2057
Abell 3242,158.16,-68.08,2,5,I,0.0802
Abell 3243,57.31,-36.87,3,5,II-III,0.1258
Abell 3244,333.70,-20.37,1,4,I,0.2060
Abell 3245,314.60,-17.41,0,4,,0.2442
Abell 3246,54.15,-27.45,1,6,,0.1720
Abell 3247,35.19,-38.48,0,,II,0.2503
Abell 3248,281.39,-54.62,3,4,I-II,0.1406
Abell 3249,323.44,-75.42,0,4,II,0.1691
Abell 3250,106.58,-23.05,0,6,,0.0435
Abell 3251,155.06,-21.86,1,5,,0.3153
Abell 3252,209.05,-26.76,1,,II,
Abell 3253,324.84,-66.11,2,6,III,0.2430
Abell 3254,327.69,-77.48,4,5,I-II,0.2317
Abell 3255,80.46,-65.11,3,4,II,0.2930
Abell 3256,169.82,-62.48,0,7,,
Abell 3257,59.15,-64.89,1,3,II,
Abell 3258,347.63,-23.52,1,6,II,0.1837
Abell 3259,151.38,-66.25,0,6,II-III,0.2929
Abell 3260,215.48,-67.58,1,4,I-II,0.1306
Abell 3261,193.22,-20.36,3,6,,0.1169
Abell 3262,221.60,-35.57,1,4,,0.3495
Abell 3263,142.38,-75.31,1,6,I,0.1210
Abell 3264,23.23,-52.12,3,3,II,0.2371
Abell 3265,237.10,-46.19,4,5,I-II,0.0169
Abell 3266,67.80,-61.45,2,2,I-II,0.0594
Abell 3267,181.53,-17.15,2,5,III,0.3024
Abell 3268,132.67,-48.82,1,3,II-III,0.0452
Abell 3269,199.65,-43.56,1,3,III,0.0611
Abell 3270,232.86,-57.70,0,,I-II,0.1949
Abell 3271,40.92,-86.67,4,4,III,0.1132
Abell 3272,71.67,-34.29,1,5,II-III,0.3027
Abell 3273,109.47,-59.87,3,4,I-II,0.2203
Abell 3274,94.90,-46.75,0,5,,0.0300
Abell 3275,134.07,-76.07,3,6,I-II,0.2478
Abell 3276,171.77,-46.93,0,3,I,0.2530
Abell 3277,296.34,-54.08,0,6,II-III,0.0498
Abell 3278,213.65,-70.43,1,6,II-III,0.3469
Abell 3279,197.64,-41.54,2,5,I,0.0223
Abell 3280,147.58,-18.72,0,6,I-II,0.1092
Abell 3281,207.42,-35.35,1,5,II-III,0.0482
Abell 3282,180.10,-51.45,1,3,I,0.3029
Abell 3283,104.56,-87.81,1,6,I-II,0.1291
Abell 3284,299.09,-26.88,3,7,II-III,0.2550
Abell 3285,36.34,-81.58,1,,III,0.3351
Abell 3286,166.51,-21.28,3,5,III,0.0602
Abell 3287,97.05,-30.08,1,6,II,
Abell 3288,151.80,-79.96,1,,I-II,0.0340
Abell 3289,125.56,-75.41,0,1,I,0.1117
Abell 3290,135.80,-41.33,1,5,I,0.1526
Abell 3291,51.65,-52.52,0,3,II,0.0544
Abell 3292,153.18,-25.73,0,4,I,0.0216
Abell 3293,213.34,-86.72,2,4,I,0.0662
Abell 3294,259.27,-73.40,0,1,III,0.3396
Abell 3295,47.11,-81.62,1,5,II-III,0.0810
Abell 3296,99.27,-62.01,3,6,II-III,0.1527
Abell 3297,149.45,-57.08,3,5,II-III,0.1955
Abell 3298,240.10,-37.37,1,5,I-II,
Abell 3299,40.88,-83.70,0,4,I,0.0896
Abell 3300,331.03,-70.04,1,,,0.2896
Abell 3301,167.05,-47.59,2,4,I-II,0.0157
Abell 3302,91.69,-65.47,0,4,,0.3303
Abell 3303,212.36,-63.29,0,5,I,0.2461
Abell 3304,76.27,-41.07,1,,II-III,
Abell 3305,119.80,-34.92,0,7,I-II,0.2951
Abell 3306,213.30,-77.90,1,5,III,
Abell 3307,74.71,-76.27,1,5,,0.1712
Abell 3308,279.18,-29.23,0,4,I,
Abell 3309,64.26,-81.10,1,6,,0.2457
Abell 3310,335.60,-46.16,0,5,III,0.2537
Abell 3311,225.33,-24.68,1,6,II,0.0519
Abell 3312,320.59,-78.96,0,2,,0.1794
Abell 3313,83.97,-82.59,0,1,,0.2368
Abell 3314,50.98,-67.49,0,4,II,0.2455
Abell 3315,204.55,-66.95,0,3,II-III,0.0612
Abell 3316,85.46,-64.86,1,5,,0.0752
Abell 3317,147.30,-36.82,0,4,III,0.1420
Abell 3318,58.96,-81.43,1,5,I,0.0688
Abell 3319,273.64,-73.03,2,6,III,0.1031
Abell 3320,98.28,-46.48,0,7,I,0.1676
Abell 3321,331.42,-45.70,1,5,II-III,0.1541
Abell 3322,6.74,-76.42,1,5,I,0.3409
Abell 3323,183.53,-49.95,0,7,II,0.0869
Abell 3324,246.37,-21.08,1,5,I-II,0.3211
Abell 3325,173.56,-87.96,0,6,I-II,0.0755
Abell 3326,235.66,-48.38,1,4,I-II,
Abell 3327,256.78,-21.72,4,,I-II,0.0336
Abell 3328,138.97,-41.19,4,6,I-II,0.1712
Abell 3329,199.76,-37.21,1,,III,0.2426
Abell 3330,91.77,-19.83,1,6,II,0.0714
Abell 3331,167.72,-88.58,1,7,I-II,
Abell 3332,141.49,-81.25,1,3,II,0.3163
Abell 3333,27.90,-68.42,0,4,II,0.2088
Abell 3334,253.02,-28.53,1,5,I,0.0695
Abell 3335,317.79,-41.41,2,5,,0.0711
Abell 3336,335.18,-71.94,1,4,III,0.2162
Abell 3337,297.85,-57.26,2,3,I,
Abell 3338,245.01,-69.63,1,4,I,0.1096
Abell 3339,259.09,-82.04,2,4,II,0.3041
Abell 3340,54.69,-24.98,0,4,II-III,0.0206
Abell 3341,70.54,-31.42,3,5,I-II,0.1894
Abell 3342,52.99,-21.34,0,6,III,
Abell 3343,70.33,-59.73,1,3,I-II,0.0124
Abell 3344,32.33,-68.89,3,5,I-II,
Abell 3345,239.00,-21.39,0,2,III,0.2444
Abell 3346,98.76,-83.19,0,1,III,0.0486
Abell 3347,55.40,-67.19,1,5,II,0.1893
Abell 3348,135.62,-67.26,0,,,0.1913
Abell 3349,345.19,-33.76,1,,,0.3227
Abell 3350,334.52,-80.16,0,6,I-II,0.0835
Abell 3351,54.15,-52.81,1,4,II-III,0.2102
Abell 3352,77.53,-31.23,1,4,I,0.0876
Abell 3353,280.38,-70.71,1,5,I,0.1007
Abell 3354,334.37,-83.56,3,6,I-II,0.2278
Abell 3355,301.63,-46.82,1,,I-II,0.2634
Abell 3356,80.09,-28.19,1,6,I-II,0.3254
Abell 3357,107.67,-67.44,1,,I,0.3053
Abell 3358,141.29,-26.36,0,4,I,
Abell 3359,5.84,-79.83,0,5,I-II,0.1884
Abell 3360,77.99,-67.06,0,3,II-III,0.0789
Abell 3361,129.64,-17.52,0,6,,0.1705
Abell 3362,346.97,-76.31,1,4,,0.3188
Abell 3363,242.09,-61.67,1,2,II-III,0.2835
Abell 3364,134.05,-76.77,0,7,II-III,
Abell 3365,290.80,-25.26,1,5,,0.1392
Abell 3366,192.54,-61.48,1,4,,0.3421
Abell 3367,54.76,-29.30,1,3,,0.3382
Abell 3368,273.61,-22.18,2,5,I,
Abell 3369,290.74,-57.72,0,,I,0.2513
Abell 3370,328.90,-84.55,0,3,,0.0776
Abell 3371,302.26,-58.55,0,1,,0.3287
Abell 3372,303.35,-81.69,2,4,,0.2825
Abell 3373,252.07,-45.56,3,6,II,
Abell 3374,253.76,-36.20,2,3,II-III,0.1452
Abell 3375,30.23,-61.42,1,4,I-II,0.2159
Abell 3376,90.49,-39.97,2,3,I,0.0456
Abell 3377,59.93,-52.04,1,2,I,0.2917
Abell 3378,137.65,-88.00,1,5,III,0.1407
Abell 3379,22.27,-73.90,0,6,I-II,0.1269
Abell 3380,42.40,-57.52,0,2,II,
Abell 3381,283.02,-81.65,0,6,I-II,0.0160
Abell 3382,142.98,-68.54,0,4,,0.3268
Abell 3383,217.66,-36.11,0,5,I,0.2974
Abell 3384,269.72,-57.87,2,5,I,0.1568
Abell 3385,186.04,-76.48,2,5,,0.1881
Abell 3386,271.12,-79.49,1,4,I-II,0.2261
Abell 3387,81.46,-34.54,1,7,III,0.1301
Abell 3388,66.01,-31.28,0,5,II-III,0.2950
Abell 3389,273.67,-71.42,0,,I,0.0997
Abell 3390,209.60,-63.08,0,5,II-III,0.2326
Abell 3391,96.59,-53.69,1,3,I,0.0531
Abell 3392,324.70,-75.25,0,5,II,0.2062
Abell 3393,147.43,-53.65,5,7,III,0.3492
Abell 3394,218.67,-59.95,0,6,III,0.0245
Abell 3395,96.73,-54.55,1,4,II-III,0.0498
Abell 3396,287.11,-88.67,1,6,II,
Abell 3397,253.73,-44.25,0,,II,
Abell 3398,13.73,-76.89,0,,II-III,0.0801
Abell 3399,218.28,-62.35,0,4,III,0.2570
Abell 3400,1.16,-22.83,0,4,I,0.2894
Abell 3401,143.72,-46.17,2,3,I,0.2893
Abell 3402,102.33,-88.48,1,6,II,0.2153
Abell 3403,321.40,-88.70,0,5,I,0.2161
Abell 3404,251.34,-87.07,1,2,I-II,0.2490
Abell 3405,356.95,-55.71,2,5,I-II,0.1491
Abell 3406,250.17,-29.36,2,,III,
Abell 3407,87.81,-52.57,0,,III,
Abell 3408,220.51,-53.93,0,5,I-II,0.0665
Abell 3409,145.98,-80.13,2,6,I,0.2863
Abell 3410,51.74,-28.80,2,6,I-II,
Abell 3411,195.78,-48.67,1,6,III,0.2622
Abell 3412,51.86,-17.87,0,6,,0.1654
Abell 3413,127.11,-65.25,0,6,I-II,0.3306
Abell 3414,54.80,-23.36,0,3,,0.0806
Abell 3415,310.44,-54.68,1,6,II-III,0.2010
Abell 3416,241.43,-82.94,1,3,I-II,0.3429
Abell 3417,249.36,-72.13,0,,I,0.1089
Abell 3418,296.26,-73.01,2,3,I,0.3332
Abell 3419,257.79,-38.88,2,2,,0.2391
Abell 3420,251.13,-55.38,0,3,,0.3274
Abell 3421,245.03,-19.07,0,5,I,0.0732
Abell 3422,102.23,-47.21,2,2,III,
Abell 3423,339.39,-57.38,2,7,,
Abell 3424,71.08,-19.16,0,7,II,0.2033
Abell 3425,36.80,-49.74,0,7,II,0.1503
Abell 3426,39.41,-70.44,2,6,II-III,0.3381
Abell 3427,339.55,-73.96,1,5,III,0.1023
Abell 3428,188.44,-50.90,2,4,II,0.2510
Abell 3429,342.50,-53.97,0,5,I-II,0.0225
Abell 3430,326.68,-64.32,1,5,II-III,0.2168
Abell 3431,89.23,-19.41,2,7,I-II,0.0263
Abell 3432,286.45,-18.12,3,4,I,0.2346
Abell 3433,194.86,-37.78,1,4,I-II,0.0907
Abell 3434,135.26,-34.07,0,5,I,0.2714
Abell 3435,123.97,-89.69,0,5,III,0.2678
Abell 3436,26.70,-67.52,1,4,I-II,
Abell 3437,251.70,-87.81,0,4,II,0.2669
Abell 3438,211.83,-34.20,0,,,0.0158
Abell 3439,263.74,-39.60,3,6,II,0.3354
Abell 3440,348.50,-38.95,3,6,II,0.2706
Abell 3441,42.62,-80.44,2,1,I,0.2502
Abell 3442,150.10,-38.52,0,5,II-III,0.0226
Abell 3443,66.64,-71.08,1,,II,0.0716
Abell 3444,8.09,-34.22,0,3,II,0.2207
Abell 3445,273.79,-36.33,1,6,,0.0309
Abell 3446,326.79,-81.43,1,6,,0.1334
Abell 3447,35.41,-20.89,3,4,II-III,0.2050
Abell 3448,216.71,-20.83,2,5,I-II,0.1615
Abell 3449,282.65,-61.65,1,5,II-III,0.2867
Abell 3450,316.54,-47.72,0,4,I,0.1406
Abell 3451,219.41,-55.41,3,,II-III,0.0936
Abell 3452,122.86,-71.70,0,5,,0.0617
Abell 3453,59.13,-46.68,3,7,II,0.2569
Abell 3454,312.73,-52.35,0,5,I,0.3229
Abell 3455,177.83,-42.54,1,5,I-II,0.2007
Abell 3456,290.77,-78.98,3,5,II,0.2556
Abell 3457,234.07,-79.45,1,7,II-III,0.2527
Abell 3458,348.56,-32.58,0,5,II-III,0.0381
Abell 3459,331.51,-41.05,0,5,,0.3491
Abell 3460,191.58,-88.60,0,5,I-II,0.1776
Abell 3461,35.05,-75.27,1,,III,0.2874
Abell 3462,313.73,-83.40,1,4,II-III,0.0690
Abell 3463,123.04,-72.91,1,7,I-II,0.0386
Abell 3464,318.16,-66.02,0,6,,0.0886
Abell 3465,2.07,-70.93,2,2,,
Abell 3466,305.11,-44.50,1,4,II-III,0.0311
Abell 3467,345.56,-58.30,0,5,II-III,
Abell 3468,106.63,-62.86,0,3,II,0.2250
Abell 3469,43.71,-59.47,0,5,,0.1340
Abell 3470,15.68,-27.09,3,5,III,0.0321
Abell 3471,294.73,-51.29,2,3,I,0.0669
Abell 3472,12.90,-34.31,1,5,II-III,0.2023
Abell 3473,175.93,-69.09,0,5,,
Abell 3474,6.41,-52.01,2,7,,0.2141
Abell 3475,222.34,-49.69,1,,II-III,0.1097
Abell 3476,169.17,-65.97,0,3,,0.2384
Abell 3477,321.49,-35.38,0,6,II,0.0563
Abell 3478,272.29,-54.97,2,6,III,0.2303
Abell 3479,25.62,-37.21,0,3,,0.1866
Abell 3480,292.28,-54.53,1,6,II,
Abell 3481,188.12,-62.98,0,6,II-III,
Abell 3482,53.79,-63.74,0,6,I-II,0.2964
Abell 3483,44.44,-37.57,1,4,I,0.1391
Abell 3484,146.02,-64.33,0,5,II,0.1908
Abell 3485,171.68,-25.88,0,6,I-II,0.2056
Abell 3486,44.16,-49.77,2,5,III,0.0735
Abell 3487,306.07,-17.14,3,2,,0.0522
Abell 3488,343.56,-49.72,1,6,II,0.1493
Abell 3489,227.46,-22.82,0,6,II,0.2740
Abell 3490,104.02,-25.90,1,2,I-II,0.1012
Abell 3491,209.07,-70.01,2,2,III,0.3481
Abell 3492,268.51,-28.77,3,2,II-III,0.1566
Abell 3493,47.36,-68.45,0,5,II,0.0489
Abell 3494,283.38,-88.11,1,6,,0.0926
Abell 3495,252.61,-88.60,1,4,I-II,
Abell 3496,318.33,-20.14,3,2,II,0.1663
Abell 3497,325.56,-85.60,0,6,III,0.0382
Abell 3498,217.18,-79.09,3,4,II-III,0.3380
Abell 3499,59.21,-88.08,0,6,III,0.1860
Abell 3500,261.07,-68.13,1,5,II-III,0.2617
Abell 3501,24.81,-54.34,0,7,,0.3493
Abell 3502,118.10,-41.80,1,3,II-III,0.3410
Abell 3503,13.83,-78.73,0,7,I-II,0.0136
Abell 3504,311.11,-64.15,1,6,III,0.1079
Abell 3505,329.59,-78.20,1,4,I-II,
Abell 3506,7.17,-52.38,1,6,I-II,0.2556
Abell 3507,339.78,-39.66,0,4,,
Abell 3508,314.41,-37.08,1,5,I,
Abell 3509,357.42,-37.50,1,7,,0.3289
Abell 3510,11.21,-51.58,0,3,I-II,0.1251
Abell 3511,202.82,-88.41,0,,II-III,0.3170
Abell 3512,117.82,-74.24,0,5,II,0.2130
Abell 3513,84.70,-73.80,1,5,,
Abell 3514,22.44,-41.65,1,,III,0.3098
Abell 3515,306.41,-67.57,1,7,,
Abell 3516,240.03,-34.73,1,2,I,0.2072
Abell 3517,112.04,-84.34,1,4,I-II,0.1657
Abell 3518,16.70,-66.35,2,2,II-III,0.0242
Abell 3519,165.58,-48.51,1,5,II-III,0.1799
Abell 3520,211.16,-58.38,1,2,III,0.1348
Abell 3521,321.10,-67.18,0,5,II,0.0975
Abell 3522,251.27,-81.38,1,6,II,0.0441
Abell 3523,267.39,-55.12,1,,III,
Abell 3524,311.48,-69.41,0,,II-III,
Abell 3525,184.83,-81.05,0,6,I,0.2739
